Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
okvirji-oglata-acetat-crna-dior-mydioro1,MYDIORO1,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>54-17-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dior,nan,okvirji,"2020-12, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, debela, Dior, disc_subsc, mladostno, moška, nodiscount, oglata, okvirji, progresiv, Q1 2020, tah, upld-2020-12-04, vto, zlata, črna, široka, ženska",True,barva,črna,velikost,široka,nan,nan,'536739,0.0,shopify,deny,manual,349.0,349.0,True,True,'716736140339,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736140339__frnt.png?v=1607091030,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736140339__frnt.png?v=1607091030,kg,nan,nan,active
okvirji-oglata-acetat-crna-dior-mydioro1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736140339__side.png?v=1607091030,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-dolce-gabbana-dg3249-2955-53,DG3249 2955-53,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: srednja</h3>
<h4>Dimenzije: <span>51-16-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dolce&Gabbana,nan,okvirji,""" Dolce&Gabbana, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, klasična, nodiscount, oglata, okvirji, progresiv, Q3 2019, srednja, tah, upld-2020-10-27 "", zelena, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'398547,0.0,shopify,deny,manual,129.0,129.0,True,True,'8053673254575,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/398547__frnt_a5275628-2ea2-4cbf-aeae-15fb1cbf7781.png?v=1603757959,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/398547__frnt_a5275628-2ea2-4cbf-aeae-15fb1cbf7781.png?v=1603757959,kg,nan,nan,active
okvirji-oglata-acetat-crna-dolce-gabbana-dg3249-2955-53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/398547__side_000f2591-96a2-4749-b90c-fd66fc7b0beb.png?v=1603757959,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-dolce-gabbana-dg3274-50154,DG3274 501/54,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>54-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dolce&Gabbana,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, Dolce&Gabbana, klasična, nodiscount, oglata, okvirji, progresiv, q2 2019, srednja, tah, vto, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'433714,0.0,shopify,deny,manual,178.0,178.0,True,True,'8053672718300,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/433714__frnt.png?v=1589498095,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/433714__frnt.png?v=1589498095,kg,nan,nan,active
okvirji-oglata-acetat-crna-dolce-gabbana-dg3274-50154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/433714__side.png?v=1589498095,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-gucci-gg0110o-0549,GG0110O 05/49,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: srednja</h3>
<h4>Dimenzije: <span>49-19-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Gucci,nan,okvirji,""" Gucci, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, _tab99_oblika-obraza-srcasta-oglata, acetat, blcyb2020, blkcyb2020, disc_subsc, klasična, nodiscount, oglata, okvirji, Q3 2019, srednja, tah, tanka, upld-2020-10-27 "", zlata, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'514672,0.0,shopify,deny,manual,289.0,289.0,True,True,'889652078441,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/514672__frnt_084bd4e0-38a8-48b3-b9f7-b63560cd4bbc.png?v=1603758262,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/514672__frnt_084bd4e0-38a8-48b3-b9f7-b63560cd4bbc.png?v=1603758262,kg,nan,nan,active
okvirji-oglata-acetat-crna-gucci-gg0218o-0151,GG0218O 01/51,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: srednja</h3>
<h4>Dimenzije: <span>51-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Gucci,nan,okvirji,""" Gucci, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, _tab99_oblika-obraza-srcasta-oglata, acetat, blcyb2020, blkcyb2020, disc_subsc, klasična, nodiscount, oglata, okvirji, progresiv, Q3 2019, srednja, tah, tanka, upld-2020-10-27 "", zlata, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'453775,0.0,shopify,deny,manual,307.0,307.0,True,True,'889652092621,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/453775__frnt_d707cdb0-8abd-4b08-b8b0-217976dd4455.png?v=1603758266,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/453775__frnt_d707cdb0-8abd-4b08-b8b0-217976dd4455.png?v=1603758266,kg,nan,nan,active
okvirji-oglata-acetat-crna-gucci-gg0737o,GG0737O,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-18-150</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Gucci,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, Gucci, klasična, moška, nodiscount, oglata, okvirji, progresiv, Q2 2020, srednja, tah, upld-2020-10-30, črna",True,barva,črna,velikost,srednja,nan,nan,8.90E+16,0.0,shopify,deny,manual,269.0,269.0,True,True,'889652297156,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889652297156__frnt.png?v=1604679483,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889652297156__frnt.png?v=1604679483,kg,nan,nan,active
okvirji-oglata-acetat-crna-gucci-gg0737o,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889652297156__side.png?v=1604679483,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-heyelander-h1701,H1701,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>51-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Heyelander,nan,okvirji,"2020-12, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, disc_subsc, Heyelander, klasična, moška, nodiscount, normalna, oglata, okvirji, Q1 2019, srednja, tah, upld-2020-12-04, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'2000000001701,0.0,shopify,deny,manual,15.0,15.0,True,True,'2000000001701,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/2000000001701__frnt.png?v=1607090793,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/2000000001701__frnt.png?v=1607090793,kg,nan,nan,active
okvirji-oglata-acetat-crna-heyelander-h1701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/2000000001701__side.png?v=1607090793,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-heyelander-h5101,H5101,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>49-16-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Heyelander,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, Heyelander, klasična, mladostno, moška, nodiscount, oglata, okvirji, progresiv, Q1 2020, srednja, tah, vto, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'560078,0.0,shopify,deny,manual,15.0,15.0,True,True,'2000000005101,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/560078__frnt.png?v=1591952130,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/560078__frnt.png?v=1591952130,kg,nan,nan,active
okvirji-oglata-acetat-crna-heyelander-h5101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/560078__side.png?v=1591952130,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-heyelander-h5202,H5202,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>55-16-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Heyelander,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, Heyelander, klasična, modra, moška, nodiscount, normalna, oglata, okvirji, progresiv, Q1 2020, tah, vto, črna, široka",True,barva,črna,velikost,široka,nan,nan,'560080,0.0,shopify,deny,manual,15.0,15.0,True,True,'2000000005202,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/560080__frnt.png?v=1591952155,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/560080__frnt.png?v=1591952155,kg,nan,nan,active
okvirji-oglata-acetat-crna-heyelander-h5202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/560080__side.png?v=1591952155,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-hugo-boss-boss0985,BOSS0985,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>54-17-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Hugo Boss,nan,okvirji,"2020-12, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, disc_subsc, Hugo Boss, klasična, matt, matt črna, mladostno, moška, nodiscount, normalna, oglata, okvirji, progresiv, Q1 2020, srednja, tah, upld-2020-12-04, črna",True,barva,črna,velikost,srednja,nan,nan,'483576,0.0,shopify,deny,manual,198.0,198.0,True,True,'716736023137,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736023137__frnt.png?v=1607090983,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736023137__frnt.png?v=1607090983,kg,nan,nan,active
okvirji-oglata-acetat-crna-hugo-boss-boss0985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736023137__side.png?v=1607090983,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-moschino-mos524f,MOS524/F,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-17-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",moschino,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, klasična, moschino, nodiscount, normalna, oglata, okvirji, progresiv, q1 2020, srednja, tah, upld-2020-11-06, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,7.17E+16,0.0,shopify,deny,manual,179.0,179.0,True,True,'716736097534,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736097534__frnt.png?v=1604663803,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736097534__frnt.png?v=1604663803,kg,nan,nan,active
okvirji-oglata-acetat-crna-moschino-mos524f,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736097534__side.png?v=1604663803,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-persol-po3187v,PO3187V,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>49-21-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Persol,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, nodiscount, normalna, oglata, okvirji, Persol, progresiv, q3 2020, srednja, tah, upld-2020-11-12, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,8.05E+17,0.0,shopify,deny,manual,199.0,199.0,True,True,'8053672984132,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8053672984132__frnt.png?v=1605198482,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8053672984132__frnt.png?v=1605198482,kg,nan,nan,active
okvirji-oglata-acetat-crna-persol-po3187v,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8053672984132__side.png?v=1605198482,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-puma-pu-0002o-00849,PU-0002O 008/49,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: srednja</h3>
<h4>Dimenzije: <span>49-17-125</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Puma,nan,okvirji,""" Puma, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, mladostno, moška, nodiscount, normalna, oglata, okvirji, progresiv, srednja, tah, upld-2020-10-27 "", črna, športno",True,barva,črna,velikost,srednja,nan,nan,'419093,0.0,shopify,deny,manual,65.0,65.0,True,True,'889652148700,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/419093__side_ec935186-d058-4062-8217-714bfe39680c.png?v=1603757802,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/419093__side_ec935186-d058-4062-8217-714bfe39680c.png?v=1603757802,kg,nan,nan,active
okvirji-oglata-acetat-crna-puma-pu-0184o-01057,PU-0184O 010/57,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: široka</h3>
<h4>Dimenzije: <span>57-19-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Puma,nan,okvirji,""" Puma, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, mladostno, moška, nodiscount, normalna, oglata, okvirji, progresiv, tah, upld-2020-10-27 "", vto, črna, široka, športno",True,barva,črna,velikost,široka,nan,nan,'557014,0.0,shopify,deny,manual,75.0,75.0,True,True,'889652145341,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/557014__frnt_a4dad86b-a05f-4bfc-b586-a133679d25f5.png?v=1603757810,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/557014__frnt_a4dad86b-a05f-4bfc-b586-a133679d25f5.png?v=1603757810,kg,nan,nan,active
okvirji-oglata-acetat-crna-puma-pu-0184o-01057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/557014__side_5f0227e8-df54-4058-a2f1-0da4b2a6b55d.png?v=1603757810,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
